QueryNumber;DocNumber;DocVotes
00039;00076;1
00039;00083;4
00039;00084;1
00039;00085;4
00039;00102;1
00039;00107;1
00039;00108;1
00039;00112;2
00039;00135;1
00039;00143;1
00039;00216;4
00039;00217;4
00039;00218;4
00039;00219;4
00039;00221;4
00039;00222;4
00039;00225;4
00039;00226;1
00039;00230;2
00039;00233;1
00039;00235;4
00039;00236;4
00039;00244;1
00039;00248;1
00039;00249;4
00039;00252;3
00039;00254;2
00039;00263;3
00039;00276;1
00039;00277;4
00039;00289;4
00039;00293;4
00039;00297;1
00039;00301;1
00039;00304;4
00039;00306;1
00039;00307;2
00039;00308;1
00039;00338;4
00039;00342;1
00039;00343;1
00039;00356;3
00039;00360;1
00039;00365;1
00039;00366;1
00039;00370;1
00039;00392;1
00039;00404;1
00039;00407;4
00039;00412;3
00039;00420;4
00039;00433;2
00039;00453;1
00039;00465;1
00039;00470;4
00039;00488;2
00039;00490;1
00039;00494;1
00039;00503;1
00039;00505;2
00039;00508;2
00039;00510;2
00039;00529;2
00039;00530;1
00039;00532;1
00039;00534;2
00039;00535;1
00039;00553;3
00039;00560;4
00039;00563;1
00039;00564;2
00039;00565;1
00039;00566;1
00039;00567;2
00039;00568;1
00039;00569;1
00039;00570;2
00039;00571;2
00039;00572;1
00039;00573;3
00039;00576;1
00039;00584;4
00039;00586;1
00039;00608;2
00039;00610;1
00039;00619;4
00039;00621;1
00039;00622;1
00039;00627;1
00039;00639;4
00039;00645;4
00039;00646;2
00039;00647;1
00039;00652;1
00039;00654;4
00039;00702;1
00039;00716;3
00039;00729;1
00039;00738;1
00039;00739;1
00039;00740;1
00039;00744;1
00039;00746;1
00039;00749;1
00039;00776;1
00039;00777;2
00039;00786;2
00039;00845;1
00039;00849;1
00039;00851;4
00039;00862;1
00039;00869;2
00039;00873;4
00039;00881;2
00039;00882;1
00039;00888;1
00039;00889;1
00039;00892;1
00039;00902;1
00039;00918;1
00039;00942;1
00039;00944;1
00039;00949;2
00039;00966;2
00039;00971;4
00039;00990;1
00039;01001;2
00039;01026;1
00039;01027;2
00039;01029;2
00039;01044;1
00039;01066;1
00039;01070;1
00039;01072;1
00039;01076;1
00039;01096;1
00039;01127;3
00039;01135;1
00039;01136;1
00039;01137;4
00039;01139;4
00039;01140;1
00039;01141;4
00039;01146;2
00039;01148;2
00039;01160;1
00039;01161;1
00039;01185;1
00039;01194;1
00039;01209;1
00039;01210;1
00039;01211;2
00039;01222;1
00039;01224;1
00039;01225;4
00039;01230;2
00039;01234;4
00039;01236;1
00039;01238;1
00040;00002;1
00040;00003;4
00040;00004;4
00040;00005;1
00040;00009;1
00040;00010;1
00040;00017;1
00040;00028;4
00040;00032;1
00040;00035;1
00040;00076;1
00040;00077;4
00040;00095;3
00040;00103;1
00040;00105;1
00040;00108;1
00040;00109;2
00040;00112;1
00040;00115;1
00040;00116;4
00040;00119;2
00040;00120;1
00040;00132;1
00040;00142;1
00040;00144;1
00040;00150;2
00040;00151;1
00040;00169;1
00040;00173;1
00040;00189;1
00040;00198;1
00040;00210;1
00040;00225;4
00040;00231;4
00040;00233;4
00040;00235;1
00040;00236;1
00040;00240;3
00040;00248;1
00040;00249;1
00040;00252;2
00040;00254;4
00040;00261;1
00040;00263;1
00040;00277;4
00040;00279;1
00040;00289;1
00040;00291;1
00040;00293;2
00040;00294;3
00040;00297;1
00040;00298;1
00040;00304;1
00040;00308;1
00040;00333;1
00040;00338;1
00040;00344;2
00040;00345;1
00040;00351;1
00040;00352;1
00040;00370;2
00040;00392;1
00040;00404;4
00040;00405;4
00040;00407;1
00040;00413;1
00040;00417;2
00040;00420;2
00040;00434;1
00040;00465;4
00040;00478;1
00040;00479;4
00040;00508;1
00040;00510;1
00040;00515;1
00040;00526;1
00040;00529;1
00040;00532;1
00040;00535;1
00040;00553;1
00040;00560;2
00040;00571;1
00040;00572;1
00040;00573;2
00040;00576;1
00040;00583;1
00040;00613;1
00040;00616;1
00040;00619;1
00040;00645;1
00040;00646;1
00040;00654;1
00040;00673;1
00040;00677;1
00040;00731;1
00040;00735;1
00040;00763;1
00040;00780;1
00040;00785;4
00040;00786;4
00040;00815;4
00040;00849;1
00040;00851;1
00040;00852;1
00040;00869;1
00040;00882;1
00040;00888;1
00040;00899;3
00040;00931;1
00040;00941;4
00040;00942;1
00040;00949;1
00040;00954;2
00040;00956;1
00040;00959;1
00040;01000;1
00040;01008;4
00040;01024;1
00040;01027;1
00040;01029;1
00040;01052;2
00040;01080;2
00040;01100;4
00040;01105;1
00040;01109;1
00040;01117;4
00040;01124;3
00040;01126;1
00040;01127;2
00040;01128;1
00040;01130;1
00040;01131;1
00040;01132;1
00040;01133;2
00040;01135;4
00040;01137;4
00040;01139;3
00040;01141;3
00040;01146;1
00040;01148;1
00040;01160;2
00040;01161;1
00040;01192;1
00040;01193;4
00040;01230;3
00040;01234;4
00041;00046;1
00041;00296;1
00041;00301;1
00041;00322;1
00041;00370;1
00041;00392;1
00041;00603;4
00041;00941;1
00041;00998;2
00041;01106;4
00041;01107;4
00041;01108;4
00041;01115;4
00041;01184;1
00041;01190;4
00042;00005;1
00042;00046;1
00042;00057;4
00042;00092;4
00042;00135;1
00042;00209;4
00042;00245;3
00042;00297;1
00042;00301;4
00042;00314;1
00042;00317;4
00042;00322;1
00042;00337;4
00042;00339;1
00042;00370;2
00042;00416;4
00042;00434;1
00042;00443;3
00042;00489;1
00042;00505;4
00042;00509;1
00042;00550;1
00042;00585;4
00042;00586;1
00042;00601;1
00042;00695;4
00042;00719;1
00042;00722;1
00042;00724;1
00042;00731;1
00042;00763;1
00042;00764;1
00042;00770;1
00042;00822;1
00042;00837;1
00042;00888;1
00042;00931;3
00042;00944;1
00042;01000;1
00042;01033;1
00042;01040;1
00042;01085;3
00042;01093;1
00042;01187;1
00042;01192;1
00042;01232;1
00042;01234;2
00043;00003;1
00043;00004;1
00043;00028;1
00043;00054;4
00043;00065;1
00043;00066;4
00043;00091;1
00043;00094;1
00043;00119;2
00043;00124;4
00043;00125;4
00043;00135;1
00043;00137;1
00043;00140;4
00043;00147;1
00043;00172;4
00043;00173;3
00043;00199;1
00043;00221;1
00043;00261;2
00043;00294;1
00043;00301;1
00043;00302;2
00043;00303;3
00043;00307;1
00043;00308;1
00043;00311;1
00043;00324;1
00043;00334;1
00043;00361;1
00043;00370;4
00043;00386;1
00043;00392;2
00043;00404;1
00043;00418;4
00043;00430;1
00043;00440;4
00043;00441;4
00043;00461;3
00043;00471;1
00043;00484;2
00043;00490;1
00043;00493;1
00043;00504;4
00043;00505;1
00043;00522;2
00043;00526;2
00043;00527;1
00043;00560;1
00043;00562;1
00043;00563;1
00043;00568;4
00043;00570;1
00043;00571;1
00043;00575;1
00043;00636;1
00043;00655;1
00043;00693;1
00043;00694;1
00043;00707;1
00043;00714;2
00043;00733;1
00043;00737;1
00043;00741;1
00043;00758;1
00043;00793;1
00043;00795;1
00043;00817;1
00043;00818;1
00043;00864;1
00043;00889;1
00043;00891;2
00043;00913;1
00043;00916;1
00043;00918;3
00043;00921;3
00043;00944;1
00043;00958;2
00043;00960;4
00043;00966;2
00043;00967;2
00043;00975;1
00043;00982;1
00043;00997;1
00043;01000;1
00043;01080;1
00043;01093;1
00043;01094;1
00043;01121;1
00043;01156;1
00043;01167;2
00043;01172;2
00043;01184;1
00043;01185;1
00043;01199;2
00043;01200;4
00043;01209;1
00043;01216;1
00044;00044;4
00044;00045;1
00044;00053;4
00044;00067;4
00044;00072;4
00044;00074;4
00044;00083;2
00044;00084;4
00044;00106;2
00044;00108;1
00044;00118;1
00044;00121;1
00044;00122;2
00044;00124;4
00044;00125;1
00044;00135;1
00044;00138;1
00044;00142;1
00044;00143;4
00044;00154;4
00044;00166;1
00044;00171;4
00044;00172;1
00044;00190;4
00044;00235;3
00044;00236;4
00044;00242;3
00044;00243;3
00044;00244;3
00044;00257;2
00044;00264;3
00044;00269;4
00044;00276;1
00044;00297;1
00044;00310;1
00044;00312;4
00044;00325;4
00044;00336;4
00044;00360;2
00044;00370;1
00044;00371;1
00044;00381;1
00044;00386;4
00044;00390;4
00044;00392;1
00044;00399;4
00044;00409;1
00044;00411;4
00044;00415;3
00044;00430;2
00044;00435;1
00044;00436;3
00044;00453;4
00044;00465;1
00044;00493;2
00044;00495;4
00044;00503;1
00044;00504;4
00044;00523;2
00044;00528;4
00044;00538;1
00044;00548;4
00044;00561;4
00044;00563;1
00044;00566;4
00044;00567;4
00044;00568;4
00044;00569;3
00044;00570;3
00044;00572;3
00044;00574;4
00044;00575;4
00044;00576;1
00044;00590;1
00044;00608;1
00044;00621;4
00044;00622;4
00044;00623;4
00044;00624;4
00044;00625;4
00044;00634;4
00044;00636;4
00044;00645;2
00044;00647;4
00044;00655;4
00044;00666;4
00044;00691;4
00044;00702;4
00044;00737;4
00044;00743;4
00044;00747;1
00044;00750;4
00044;00765;4
00044;00766;4
00044;00767;1
00044;00786;4
00044;00840;4
00044;00841;3
00044;00847;4
00044;00850;4
00044;00856;1
00044;00858;4
00044;00862;1
00044;00873;4
00044;00875;1
00044;00951;4
00044;00953;4
00044;00961;1
00044;00967;4
00044;00971;4
00044;00973;4
00044;01024;4
00044;01029;4
00044;01030;4
00044;01053;4
00044;01054;1
00044;01055;4
00044;01057;3
00044;01059;4
00044;01070;1
00044;01072;4
00044;01130;1
00044;01136;1
00044;01139;1
00044;01142;2
00044;01144;1
00044;01146;3
00044;01148;4
00044;01156;4
00044;01157;1
00044;01160;4
00044;01185;4
00044;01196;1
00044;01201;4
00044;01202;4
00044;01210;1
00044;01212;1
00044;01222;4
00044;01230;4
00044;01231;3
00045;00278;1
00045;00283;1
00045;00286;1
00045;00287;2
00045;00288;1
00045;00289;3
00045;00290;3
00045;00292;3
00045;00293;3
00045;00338;4
00045;00538;3
00045;00540;1
00045;00715;1
00045;00758;2
00045;00803;4
00045;00919;4
00045;00924;4
00045;01050;1
00045;01159;4
00045;01168;1
00046;00051;4
00046;00053;4
00046;00370;1
00046;00410;2
00046;00430;1
00046;00500;1
00046;00503;4
00046;00516;4
00046;00553;2
00046;00568;1
00046;00623;1
00046;00702;4
00046;00737;4
00046;00854;4
00046;00856;4
00046;00857;1
00046;01196;1
00046;01212;4
00047;00015;1
00047;00057;1
00047;00092;3
00047;00118;1
00047;00121;1
00047;00125;1
00047;00163;4
00047;00165;1
00047;00172;2
00047;00183;1
00047;00208;1
00047;00209;3
00047;00245;1
00047;00259;1
00047;00278;1
00047;00279;1
00047;00283;1
00047;00286;1
00047;00287;1
00047;00295;4
00047;00296;1
00047;00301;3
00047;00302;1
00047;00317;3
00047;00337;1
00047;00361;1
00047;00370;1
00047;00406;4
00047;00416;1
00047;00436;1
00047;00505;4
00047;00508;3
00047;00525;1
00047;00585;3
00047;00613;3
00047;00684;4
00047;00694;4
00047;00695;3
00047;00707;2
00047;00781;1
00047;00862;1
00047;00868;1
00047;00906;4
00047;00928;1
00047;00931;1
00047;00971;1
00047;00998;2
00047;01000;2
00047;01013;1
00047;01058;3
00047;01075;1
00047;01106;1
00047;01107;1
00047;01108;1
00047;01129;1
00047;01132;1
00047;01165;4
00047;01192;1
00047;01194;1
00047;01206;1
00048;00044;2
00048;00072;1
00048;00074;1
00048;00124;3
00048;00143;1
00048;00154;4
00048;00190;1
00048;00257;2
00048;00312;1
00048;00336;4
00048;00386;1
00048;00422;1
00048;00436;4
00048;00453;4
00048;00493;2
00048;00495;3
00048;00523;3
00048;00548;3
00048;00566;1
00048;00568;4
00048;00576;4
00048;00691;1
00048;00765;1
00048;00766;1
00048;00786;1
00048;00850;4
00048;00967;2
00048;01142;3
00048;01201;1
00048;01231;4
00049;00072;1
00049;00084;1
00049;00138;4
00049;00143;4
00049;00230;3
00049;00313;4
00049;00370;1
00049;00392;2
00049;00393;3
00049;00430;1
00049;00436;4
00049;00440;1
00049;00465;1
00049;00493;4
00049;00503;1
00049;00504;4
00049;00505;1
00049;00523;3
00049;00530;1
00049;00553;1
00049;00562;3
00049;00563;3
00049;00566;1
00049;00568;4
00049;00570;2
00049;00586;1
00049;00608;1
00049;00624;4
00049;00625;4
00049;00691;3
00049;00726;1
00049;00743;3
00049;00749;2
00049;00953;4
00049;00972;4
00049;01198;4
00050;00044;1
00050;00259;4
00050;00309;1
00050;00347;1
00050;00435;4
00050;00440;2
00050;00495;4
00050;00505;1
00050;00543;1
00050;00548;4
00050;00568;2
00050;00570;1
00050;00575;1
00050;00601;1
00050;00634;1
00050;00829;1
00050;00848;4
00050;00953;4
00050;00961;4
00050;00973;3
00050;01058;1
00050;01156;4
00050;01157;4
00050;01159;4
00050;01160;1
00051;00001;1
00051;00011;1
00051;00014;1
00051;00018;3
00051;00019;3
00051;00026;4
00051;00044;3
00051;00051;1
00051;00055;1
00051;00062;1
00051;00063;1
00051;00066;1
00051;00067;4
00051;00072;4
00051;00083;1
00051;00084;4
00051;00085;4
00051;00102;2
00051;00107;3
00051;00108;1
00051;00112;4
00051;00114;4
00051;00122;4
00051;00124;1
00051;00135;1
00051;00137;4
00051;00141;4
00051;00142;4
00051;00177;1
00051;00190;1
00051;00191;4
00051;00196;2
00051;00200;1
00051;00201;4
00051;00214;4
00051;00216;1
00051;00217;1
00051;00218;1
00051;00219;1
00051;00221;1
00051;00222;1
00051;00225;4
00051;00230;1
00051;00235;4
00051;00236;4
00051;00245;1
00051;00249;4
00051;00252;1
00051;00254;4
00051;00263;1
00051;00264;2
00051;00270;4
00051;00276;1
00051;00277;3
00051;00279;2
00051;00281;2
00051;00289;1
00051;00297;2
00051;00302;4
00051;00303;4
00051;00304;4
00051;00305;4
00051;00306;4
00051;00307;2
00051;00308;4
00051;00311;1
00051;00322;1
00051;00325;4
00051;00333;3
00051;00337;2
00051;00343;1
00051;00345;1
00051;00355;1
00051;00360;2
00051;00365;4
00051;00366;4
00051;00370;4
00051;00382;1
00051;00383;3
00051;00386;4
00051;00391;2
00051;00392;4
00051;00400;4
00051;00402;1
00051;00407;4
00051;00415;3
00051;00417;1
00051;00418;4
00051;00419;4
00051;00430;3
00051;00435;1
00051;00437;1
00051;00440;1
00051;00442;4
00051;00444;4
00051;00445;4
00051;00465;4
00051;00481;4
00051;00484;4
00051;00488;1
00051;00490;4
00051;00493;2
00051;00494;4
00051;00495;1
00051;00498;4
00051;00501;4
00051;00502;1
00051;00503;2
00051;00504;4
00051;00505;1
00051;00510;1
00051;00511;3
00051;00517;2
00051;00521;3
00051;00526;1
00051;00528;4
00051;00529;4
00051;00530;4
00051;00531;4
00051;00532;4
00051;00534;4
00051;00535;4
00051;00548;1
00051;00553;4
00051;00560;4
00051;00562;2
00051;00563;4
00051;00564;4
00051;00565;4
00051;00566;4
00051;00568;4
00051;00569;4
00051;00570;4
00051;00571;1
00051;00572;4
00051;00573;4
00051;00574;4
00051;00575;4
00051;00576;1
00051;00589;1
00051;00590;2
00051;00605;4
00051;00608;4
00051;00625;1
00051;00627;1
00051;00636;2
00051;00639;2
00051;00643;1
00051;00646;4
00051;00675;2
00051;00681;4
00051;00685;4
00051;00707;1
00051;00726;4
00051;00733;1
00051;00737;1
00051;00738;4
00051;00739;4
00051;00740;4
00051;00741;4
00051;00744;4
00051;00745;1
00051;00746;4
00051;00747;1
00051;00748;4
00051;00749;4
00051;00779;2
00051;00789;3
00051;00790;1
00051;00793;1
00051;00827;4
00051;00828;1
00051;00829;4
00051;00847;1
00051;00852;1
00051;00856;2
00051;00857;1
00051;00858;1
00051;00861;1
00051;00864;4
00051;00865;1
00051;00866;1
00051;00868;1
00051;00869;4
00051;00875;1
00051;00881;1
00051;00889;1
00051;00891;2
00051;00892;4
00051;00905;1
00051;00918;4
00051;00921;4
00051;00925;2
00051;00926;1
00051;00933;1
00051;00936;1
00051;00949;4
00051;00950;4
00051;00954;3
00051;00956;2
00051;00957;4
00051;00958;4
00051;00966;4
00051;00990;1
00051;00991;1
00051;01001;1
00051;01024;3
00051;01026;4
00051;01027;1
00051;01044;4
00051;01057;1
00051;01065;1
00051;01070;2
00051;01074;2
00051;01076;4
00051;01079;1
00051;01091;1
00051;01120;4
00051;01127;1
00051;01135;1
00051;01137;1
00051;01139;1
00051;01141;1
00051;01156;4
00051;01167;4
00051;01196;4
00051;01198;1
00051;01199;1
00051;01200;4
00051;01202;1
00051;01203;4
00051;01204;4
00051;01207;4
00051;01208;4
00051;01209;4
00051;01210;4
00051;01211;4
00051;01212;4
00051;01234;1
00051;01236;4
00051;01238;3
00052;00406;4
00052;00505;1
00053;00001;1
00053;00011;1
00053;00055;1
00053;00081;1
00053;00160;1
00053;00188;1
00053;00223;1
00053;00228;1
00053;00347;2
00053;00370;1
00053;00401;3
00053;00432;4
00053;00447;3
00053;00505;1
00053;00509;1
00053;00577;3
00053;00590;2
00053;00767;2
00053;00917;1
00053;00987;4
00053;01170;3
00053;01228;3
00053;01229;3
00054;00011;4
00054;00023;1
00054;00055;2
00054;00187;3
00054;00206;1
00054;00211;4
00054;00223;4
00054;00228;4
00054;00229;4
00054;00333;2
00054;00341;2
00054;00347;2
00054;00358;4
00054;00369;4
00054;00382;4
00054;00394;3
00054;00401;4
00054;00402;4
00054;00432;4
00054;00485;4
00054;00488;3
00054;00505;2
00054;00513;2
00054;00547;1
00054;00550;1
00054;00552;2
00054;00577;3
00054;00590;2
00054;00607;1
00054;00613;1
00054;00626;2
00054;00631;4
00054;00632;4
00054;00716;3
00054;00767;2
00054;00771;1
00054;00790;1
00054;00793;1
00054;00806;1
00054;00812;4
00054;00819;4
00054;00860;1
00054;00904;4
00054;00905;1
00054;00917;3
00054;00941;2
00054;00964;4
00054;00990;2
00054;01003;1
00054;01005;4
00054;01007;4
00054;01013;2
00054;01048;4
00054;01060;4
00054;01099;1
00054;01134;4
00054;01163;4
00054;01164;3
00054;01169;4
00054;01171;1
00054;01192;1
00054;01237;1
00055;00070;1
00055;00232;2
00055;00305;1
00055;00347;1
00055;00358;1
00055;00391;3
00055;00430;1
00055;00432;4
00055;00463;2
00055;00505;2
00055;00521;4
00055;00530;4
00055;00640;2
00055;00675;1
00055;00749;1
00055;00779;2
00055;00820;4
00055;00828;3
00055;00847;1
00055;00890;2
00055;01056;1
00055;01070;2
00055;01156;1
00055;01205;3
00056;00055;1
00056;00089;2
00056;00123;1
00056;00135;1
00056;00181;3
00056;00185;2
00056;00212;3
00056;00288;2
00056;00290;2
00056;00292;2
00056;00414;1
00056;00424;1
00056;00432;1
00056;00443;1
00056;00450;1
00056;00758;1
00056;00767;4
00056;00783;1
00056;00794;1
00056;00919;1
00056;00924;1
00056;00925;1
00056;00928;1
00056;00970;1
00056;00972;1
00056;01066;1
00056;01091;2
00056;01093;1
00056;01102;1
00056;01115;1
00056;01234;1
00056;01239;1
00057;00001;4
00057;00006;1
00057;00008;1
00057;00011;1
00057;00062;1
00057;00079;1
00057;00080;1
00057;00081;1
00057;00160;2
00057;00177;1
00057;00178;3
00057;00188;2
00057;00200;1
00057;00223;4
00057;00228;1
00057;00282;2
00057;00346;3
00057;00369;1
00057;00370;3
00057;00394;3
00057;00397;1
00057;00415;1
00057;00432;3
00057;00447;1
00057;00513;1
00057;00577;1
00057;00588;3
00057;00590;4
00057;00668;1
00057;00778;3
00057;00784;1
00057;00790;3
00057;00812;2
00057;00833;1
00057;00860;3
00057;00865;3
00057;00890;2
00057;00905;3
00057;00983;3
00057;00986;3
00057;00987;4
00057;00988;3
00057;00989;2
00057;01086;1
00057;01090;1
00057;01091;2
00057;01095;3
00057;01170;1
00057;01171;1
00057;01173;3
00057;01203;2
00058;00001;4
00058;00006;4
00058;00007;4
00058;00043;1
00058;00048;2
00058;00055;3
00058;00060;1
00058;00062;4
00058;00063;3
00058;00080;4
00058;00081;1
00058;00082;3
00058;00102;1
00058;00111;1
00058;00160;4
00058;00164;1
00058;00178;4
00058;00179;3
00058;00187;3
00058;00188;4
00058;00200;2
00058;00223;4
00058;00228;3
00058;00229;3
00058;00271;3
00058;00282;2
00058;00335;2
00058;00346;4
00058;00347;4
00058;00366;1
00058;00369;3
00058;00370;2
00058;00384;1
00058;00392;1
00058;00394;4
00058;00397;1
00058;00402;1
00058;00415;2
00058;00427;1
00058;00429;1
00058;00432;4
00058;00447;4
00058;00457;1
00058;00463;1
00058;00485;1
00058;00505;3
00058;00511;1
00058;00513;3
00058;00517;1
00058;00550;1
00058;00577;4
00058;00588;4
00058;00589;3
00058;00590;4
00058;00591;4
00058;00609;1
00058;00614;4
00058;00631;3
00058;00668;3
00058;00748;1
00058;00749;1
00058;00769;4
00058;00778;4
00058;00784;2
00058;00790;4
00058;00805;1
00058;00812;4
00058;00820;1
00058;00860;4
00058;00865;4
00058;00874;4
00058;00890;4
00058;00903;2
00058;00905;3
00058;00912;1
00058;00917;4
00058;00964;1
00058;00983;4
00058;00986;4
00058;00987;4
00058;00988;4
00058;00989;4
00058;00990;1
00058;01005;1
00058;01025;2
00058;01077;3
00058;01086;1
00058;01090;1
00058;01091;2
00058;01134;1
00058;01170;4
00058;01171;4
00058;01173;4
00058;01228;1
00058;01234;1
00059;00001;1
00059;00006;1
00059;00011;1
00059;00018;2
00059;00045;1
00059;00048;3
00059;00055;4
00059;00062;1
00059;00063;1
00059;00067;1
00059;00079;1
00059;00080;1
00059;00081;2
00059;00084;3
00059;00102;4
00059;00107;3
00059;00110;1
00059;00111;1
00059;00122;2
00059;00160;2
00059;00164;1
00059;00166;2
00059;00177;1
00059;00179;1
00059;00187;1
00059;00188;1
00059;00191;3
00059;00200;1
00059;00214;4
00059;00223;4
00059;00228;4
00059;00229;4
00059;00245;1
00059;00275;3
00059;00279;4
00059;00281;1
00059;00284;4
00059;00306;1
00059;00333;1
00059;00335;3
00059;00346;2
00059;00347;2
00059;00365;4
00059;00366;4
00059;00369;1
00059;00370;3
00059;00382;1
00059;00386;2
00059;00392;2
00059;00394;4
00059;00397;4
00059;00401;4
00059;00402;4
00059;00415;1
00059;00425;1
00059;00427;1
00059;00430;1
00059;00432;4
00059;00442;1
00059;00444;1
00059;00447;1
00059;00452;1
00059;00465;1
00059;00485;2
00059;00504;1
00059;00505;4
00059;00509;4
00059;00513;4
00059;00521;1
00059;00524;1
00059;00530;1
00059;00565;4
00059;00572;3
00059;00574;3
00059;00577;4
00059;00588;3
00059;00590;3
00059;00591;1
00059;00607;1
00059;00608;3
00059;00609;1
00059;00614;1
00059;00631;2
00059;00668;4
00059;00670;4
00059;00678;1
00059;00679;1
00059;00685;1
00059;00689;4
00059;00738;1
00059;00748;1
00059;00767;4
00059;00769;1
00059;00778;2
00059;00784;4
00059;00790;3
00059;00812;4
00059;00820;1
00059;00827;2
00059;00828;1
00059;00833;4
00059;00860;2
00059;00865;4
00059;00869;1
00059;00874;2
00059;00882;1
00059;00903;4
00059;00905;4
00059;00912;1
00059;00917;2
00059;00936;4
00059;00937;1
00059;00964;1
00059;00977;1
00059;00983;2
00059;00986;2
00059;00987;1
00059;00988;2
00059;00989;4
00059;00990;1
00059;01005;1
00059;01007;1
00059;01025;4
00059;01044;2
00059;01056;1
00059;01060;2
00059;01071;1
00059;01074;4
00059;01075;1
00059;01077;4
00059;01091;2
00059;01095;4
00059;01097;1
00059;01102;4
00059;01134;1
00059;01143;1
00059;01163;4
00059;01170;1
00059;01171;4
00059;01172;2
00059;01173;3
00059;01203;1
00059;01205;4
00059;01228;1
00059;01232;1
00060;00017;2
00060;00087;1
00060;00100;4
00060;00155;3
00060;00241;4
00060;00267;3
00060;00322;3
00060;00340;1
00060;00348;4
00060;00354;1
00060;00370;1
00060;00446;3
00060;00519;2
00060;00550;1
00060;00587;3
00060;00597;3
00060;00653;2
00060;00698;4
00060;00722;1
00060;00724;1
00060;00751;1
00060;00764;1
00060;00990;2
00060;01000;1
00060;01004;4
00060;01040;1
00060;01041;3
00060;01043;3
00060;01046;1
00060;01047;3
00060;01104;1
00060;01110;2
00060;01192;2
00060;01194;1
00061;00010;2
00061;00056;1
00061;00062;1
00061;00063;1
00061;00114;1
00061;00132;1
00061;00187;1
00061;00195;4
00061;00196;4
00061;00197;1
00061;00200;1
00061;00226;1
00061;00298;1
00061;00347;1
00061;00358;1
00061;00370;3
00061;00383;4
00061;00427;1
00061;00432;2
00061;00434;1
00061;00437;4
00061;00439;1
00061;00465;3
00061;00481;3
00061;00490;3
00061;00498;2
00061;00500;1
00061;00501;4
00061;00502;4
00061;00505;4
00061;00511;2
00061;00517;1
00061;00531;4
00061;00532;1
00061;00535;1
00061;00565;1
00061;00570;2
00061;00590;2
00061;00605;4
00061;00668;1
00061;00685;4
00061;00726;1
00061;00735;1
00061;00738;1
00061;00739;1
00061;00741;1
00061;00754;4
00061;00763;1
00061;00767;1
00061;00827;1
00061;00847;1
00061;00864;1
00061;00865;1
00061;00875;1
00061;00882;1
00061;00912;1
00061;00944;1
00061;00969;4
00061;00980;1
00061;00990;1
00061;01040;1
00061;01079;4
00061;01092;1
00061;01093;1
00061;01098;1
00061;01188;1
00061;01207;1
00061;01208;1
00061;01234;1
00061;01236;1
00062;00010;1
00062;00017;4
00062;00024;1
00062;00043;1
00062;00056;2
00062;00060;1
00062;00062;1
00062;00063;3
00062;00064;3
00062;00069;1
00062;00072;1
00062;00088;1
00062;00094;1
00062;00110;1
00062;00144;2
00062;00148;4
00062;00155;4
00062;00160;1
00062;00182;1
00062;00192;3
00062;00193;4
00062;00194;3
00062;00197;3
00062;00200;2
00062;00211;1
00062;00224;1
00062;00226;4
00062;00237;1
